"","shipment_id","order_id","prod_id","delivery_departed_date","delivery_received_date","est_delivery_date","shipper_name","delivery_recipient","delivery_fee","delivery_status"
"1282","sm1282","o371","prod17","17-01-2024","22-01-2024","22-01-2024","Group9DL","Rey",2,"Delivered"
"1283","sm1283","o353","prod14","10-05-2023","15-05-2023","15-05-2023","Group9DL","Ashley",2,"Delivered"
"1284","sm1284","o026","prod15","23-11-2022","28-11-2022","28-11-2022","Group9DL","Haley",2,"Delivered"
"1285","sm1285","o196","prod16","30-11-2023","05-12-2023","05-12-2023","Group9DL","Laniece",2,"Delivered"
"1286","sm1286","o271","prod16","25-10-2023","30-10-2023","30-10-2023","Group9DL","Abigail",2,"Delivered"
"1287","sm1287","o281","prod13","23-11-2022","28-11-2022","28-11-2022","Group9DL","Riyaal",2,"Delivered"
"1288","sm1288","o265","prod16","18-11-2023","23-11-2023","23-11-2023","Group9DL","Katherine",2,"Delivered"
"1289","sm1289","o414","prod20","22-05-2023","27-05-2023","27-05-2023","Group9DL","Adesua",2,"Delivered"
"1290","sm1290","o486","prod05","24-09-2022","29-09-2022","29-09-2022","Group9DL","Richard",2,"Delivered"
"1291","sm1291","o122","prod20","05-12-2022","10-12-2022","10-12-2022","Group9DL","Taona",2,"Delivered"
"1292","sm1292","o424","prod19","25-10-2023","30-10-2023","30-10-2023","Group9DL","Sharad",2,"Delivered"
"1293","sm1293","o107","prod07","23-11-2022","28-11-2022","28-11-2022","Group9DL","Vonia",2,"Delivered"
"1294","sm1294","o115","prod11","04-03-2022","09-03-2022","09-03-2022","Group9DL","Lisa",2,"Delivered"
"1295","sm1295","o330","prod17","13-10-2023","18-10-2023","18-10-2023","Group9DL","Marcus",2,"Delivered"
"1296","sm1296","o480","prod04","06-11-2023","11-11-2023","11-11-2023","Group9DL","Anthony",2,"Delivered"
"1297","sm1297","o463","prod09","21-04-2022","26-04-2022","26-04-2022","Group9DL","Najeeb",2,"Delivered"
"1298","sm1298","o045","prod15","31-08-2022","05-09-2022","05-09-2022","Group9DL","Munsif",2,"Delivered"
"1299","sm1299","o356","prod14","23-11-2022","28-11-2022","28-11-2022","Group9DL","Esperanza",2,"Delivered"
"1300","sm1300","o224","prod17","25-10-2023","30-10-2023","30-10-2023","Group9DL","Aliyya",2,"Delivered"
"1301","sm1301","o165","prod09","24-12-2023","29-12-2023","29-12-2023","Group9DL","Angelique",2,"Delivered"
"1302","sm1302","o371","prod19","17-01-2024","22-01-2024","22-01-2024","Group9DL","Rey",2,"Delivered"
"1303","sm1303","o052","prod01","11-03-2023","16-03-2023","16-03-2023","Group9DL","Robert",2,"Delivered"
"1304","sm1304","o105","prod10","03-02-2023","08-02-2023","08-02-2023","Group9DL","Conor",2,"Delivered"
"1305","sm1305","o017","prod17","13-10-2023","18-10-2023","18-10-2023","Group9DL","Jasmine",2,"Delivered"
"1306","sm1306","o445","prod03","27-02-2023","04-03-2023","04-03-2023","Group9DL","Zaamil",2,"Delivered"
"1307","sm1307","o212","prod10","06-10-2022","11-10-2022","11-10-2022","Group9DL","Sekayi",2,"Delivered"
"1308","sm1308","o340","prod03","03-01-2022","08-01-2022","08-01-2022","Group9DL","Haashim",2,"Delivered"
"1309","sm1309","o337","prod03","01-10-2023","06-10-2023","06-10-2023","Group9DL","Jacqueline",2,"Delivered"
"1310","sm1310","o482","prod10","13-10-2023","18-10-2023","18-10-2023","Group9DL","Angelica",2,"Delivered"
"1311","sm1311","o168","prod02","23-03-2023","28-03-2023","28-03-2023","Group9DL","Erin",2,"Delivered"
"1312","sm1312","o335","prod13","05-01-2024","10-01-2024","10-01-2024","Group9DL","Adina",2,"Delivered"
"1313","sm1313","o436","prod14","30-10-2022","04-11-2022","04-11-2022","Group9DL","Reginald",2,"Delivered"
"1314","sm1314","o341","prod20","24-12-2023","29-12-2023","29-12-2023","Group9DL","Isabelle",2,"Delivered"
"1315","sm1315","o158","prod20","04-04-2023","09-04-2023","09-04-2023","Group9DL","Kailynda",2,"Delivered"
"1316","sm1316","o068","prod18","03-01-2022","08-01-2022","08-01-2022","Group9DL","Destiny",2,"Delivered"
"1317","sm1317","o052","prod11","11-03-2023","16-03-2023","16-03-2023","Group9DL","Robert",2,"Delivered"
"1318","sm1318","o198","prod18","25-10-2023","30-10-2023","30-10-2023","Group9DL","Mitchell",2,"Delivered"
"1319","sm1319","o002","prod13","06-11-2023","11-11-2023","11-11-2023","Group9DL","Hannah",2,"Delivered"
"1320","sm1320","o223","prod10","09-04-2022","14-04-2022","14-04-2022","Group9DL","Jacob",2,"Delivered"
"1321","sm1321","o065","prod06","24-09-2022","29-09-2022","29-09-2022","Group9DL","Blake",2,"Delivered"
"1322","sm1322","o035","prod18","27-05-2022","01-06-2022","01-06-2022","Group9DL","Aiman",2,"Delivered"
"1323","sm1323","o079","prod08","24-09-2022","29-09-2022","29-09-2022","Group9DL","Shervanna",2,"Delivered"
"1324","sm1324","o419","prod05","03-05-2022","08-05-2022","08-05-2022","Group9DL","Daifallah",2,"Delivered"
"1325","sm1325","o069","prod14","16-04-2023","21-04-2023","21-04-2023","Group9DL","Raymond",2,"Delivered"
"1326","sm1326","o263","prod10","08-02-2022","13-02-2022","13-02-2022","Group9DL","James",2,"Delivered"
"1327","sm1327","o417","prod20","16-04-2023","21-04-2023","21-04-2023","Group9DL","Afeef",2,"Delivered"
"1328","sm1328","o302","prod04","05-12-2022","10-12-2022","10-12-2022","Group9DL","Connie",2,"Delivered"
"1329","sm1329","o453","prod19","11-11-2022","16-11-2022","16-11-2022","Group9DL","Aimee",2,"Delivered"
"1330","sm1330","o402","prod07","03-01-2022","08-01-2022","08-01-2022","Group9DL","Ruqayya",2,"Delivered"
"1331","sm1331","o019","prod04","25-10-2023","30-10-2023","30-10-2023","Group9DL","Galen",2,"Delivered"
"1332","sm1332","o454","prod12","27-05-2022","01-06-2022","01-06-2022","Group9DL","Lesley",2,"Delivered"
"1333","sm1333","o321","prod10","27-02-2023","04-03-2023","04-03-2023","Group9DL","Percival",2,"Delivered"
"1334","sm1334","o307","prod14","03-01-2022","08-01-2022","08-01-2022","Group9DL","Adam",2,"Delivered"
"1335","sm1335","o363","prod16","10-01-2023","15-01-2023","15-01-2023","Group9DL","Shyloah",2,"Delivered"
"1336","sm1336","o492","prod18","14-07-2022","19-07-2022","19-07-2022","Group9DL","Venancio",2,"Delivered"
"1337","sm1337","o370","prod20","02-08-2023","07-08-2023","07-08-2023","Group9DL","Haasini",2,"Delivered"
"1338","sm1338","o168","prod04","23-03-2023","28-03-2023","28-03-2023","Group9DL","Erin",2,"Delivered"
"1339","sm1339","o189","prod09","29-01-2024","03-02-2024","03-02-2024","Group9DL","Nakheel",2,"Delivered"
"1340","sm1340","o415","prod16","26-07-2022","31-07-2022","31-07-2022","Group9DL","Tre",2,"Delivered"
"1341","sm1341","o381","prod20","22-02-2024","27-02-2024","27-02-2024","Group9DL","Melissa",2,"Delivered"
"1342","sm1342","o216","prod14","16-03-2022","21-03-2022","21-03-2022","Group9DL","Sarah",2,"Delivered"
"1343","sm1343","o179","prod20","20-06-2022","25-06-2022","25-06-2022","Group9DL","Melissa",2,"Delivered"
"1344","sm1344","o004","prod13","22-05-2023","27-05-2023","27-05-2023","Group9DL","Evelyn",2,"Delivered"
"1345","sm1345","o190","prod05","15-02-2023","20-02-2023","20-02-2023","Group9DL","Victoria",2,"Delivered"
"1346","sm1346","o152","prod14","31-08-2022","05-09-2022","05-09-2022","Group9DL","Saxon",2,"Delivered"
"1347","sm1347","o327","prod19","27-05-2022","01-06-2022","01-06-2022","Group9DL","Jafar",2,"Delivered"
"1348","sm1348","o306","prod15","20-02-2022","25-02-2022","25-02-2022","Group9DL","Earl",2,"Delivered"
"1349","sm1349","o025","prod11","23-11-2022","28-11-2022","28-11-2022","Group9DL","Gerardo",2,"Delivered"
"1350","sm1350","o471","prod07","11-11-2022","16-11-2022","16-11-2022","Group9DL","Rashelle",2,"Delivered"
